epoch,loss,dev,test
0,2.254575,0.680204,0.675421
1,1.805614,0.684946,0.691849
2,1.09818,0.662451,0.677305
3,0.65964,0.650778,0.655227
4,0.469947,0.649684,0.654703
5,0.370835,0.653089,0.655645
6,0.305267,0.636795,0.639636
7,0.254506,0.649927,0.652297
8,0.215236,0.648103,0.65554
9,0.18044,0.648225,0.65575
,,,
max,2.254575,0.684946,0.691849
min,0.18044,0.636795,0.639636
mean,0.761424,0.6564202,0.6613373
