epoch,loss,dev,test
0,1.829345,0.422222,0.335404
1,1.683482,0.355556,0.341615
2,1.06317,0.4,0.322981
3,0.56097,0.377778,0.322981
4,0.67916,0.333333,0.31677
5,0.323106,0.266667,0.310559
6,0.348736,0.311111,0.291925
7,0.362204,0.266667,0.329193
8,0.302559,0.288889,0.329193
9,0.364542,0.333333,0.329193
10,0.401166,0.355556,0.341615
11,0.340869,0.377778,0.354037
12,0.208507,0.4,0.347826
13,0.230742,0.377778,0.322981
14,0.182265,0.377778,0.31677
15,0.265558,0.355556,0.322981
16,0.204915,0.355556,0.31677
17,0.175589,0.355556,0.329193
18,0.343827,0.311111,0.304348
19,0.2369,0.333333,0.304348
20,0.154302,0.333333,0.310559
21,0.27801,0.333333,0.310559
22,0.227259,0.288889,0.31677
23,0.25722,0.311111,0.298137
24,0.412556,0.311111,0.291925
25,0.181527,0.311111,0.291925
26,0.121761,0.2,0.291925
27,0.13159,0.2,0.298137
28,0.201708,0.244444,0.310559
29,0.187222,0.244444,0.310559
,,,
max,1.829345,0.422222,0.354037
min,0.121761,0.2,0.291925
mean,0.408692233,0.324444467,0.317391267
