epoch,loss,dev,test
0,1.834493,0.333333,0.310559
1,1.721001,0.355556,0.304348
2,1.251253,0.444444,0.298137
3,0.598187,0.4,0.310559
4,0.539822,0.355556,0.322981
5,0.603498,0.311111,0.291925
6,0.448261,0.333333,0.335404
7,0.458742,0.311111,0.322981
8,0.285654,0.333333,0.322981
9,0.381183,0.333333,0.31677
10,0.400663,0.288889,0.329193
11,0.321603,0.266667,0.341615
12,0.260039,0.266667,0.298137
13,0.315961,0.288889,0.304348
14,0.451326,0.333333,0.310559
15,0.239105,0.311111,0.335404
16,0.411227,0.377778,0.329193
17,0.245369,0.355556,0.335404
18,0.36861,0.333333,0.31677
19,0.227078,0.333333,0.31677
20,0.196581,0.288889,0.329193
21,0.16264,0.377778,0.335404
22,0.16064,0.377778,0.322981
23,0.158891,0.377778,0.329193
24,0.157779,0.333333,0.329193
25,0.176191,0.333333,0.31677
26,0.217877,0.355556,0.310559
27,0.217298,0.377778,0.298137
28,0.314828,0.377778,0.298137
29,0.117728,0.333333,0.285714
,,,
max,1.834493,0.444444,0.341615
min,0.117728,0.266667,0.285714
mean,0.441450933,0.34,0.3169773
