epoch,loss,dev,test
0,1.833894,0.311111,0.36646
1,1.729294,0.377778,0.322981
2,1.260806,0.422222,0.335404
3,0.656132,0.377778,0.304348
4,0.494049,0.4,0.298137
5,0.606779,0.4,0.298137
6,0.639516,0.311111,0.267081
7,0.425793,0.266667,0.273292
8,0.34584,0.355556,0.31677
9,0.475509,0.333333,0.329193
10,0.2771,0.4,0.329193
11,0.161783,0.333333,0.322981
12,0.423443,0.355556,0.335404
13,0.20217,0.311111,0.31677
14,0.229456,0.288889,0.329193
15,0.343662,0.288889,0.341615
16,0.235828,0.311111,0.335404
17,0.359653,0.333333,0.329193
18,0.315879,0.311111,0.335404
19,0.150969,0.355556,0.322981
20,0.251189,0.288889,0.341615
21,0.168784,0.333333,0.329193
22,0.185793,0.311111,0.329193
23,0.245744,0.288889,0.329193
24,0.128634,0.244444,0.31677
25,0.248691,0.266667,0.310559
26,0.22167,0.244444,0.322981
27,0.188927,0.288889,0.31677
28,0.161785,0.288889,0.335404
29,0.155016,0.333333,0.329193
,,,
max,1.833894,0.422222,0.36646
