epoch,loss,dev,test
0,1.831351,0.45098,0.307692
1,1.696806,0.352941,0.285714
2,1.144514,0.352941,0.285714
3,0.643754,0.392157,0.274725
4,0.547866,0.392157,0.340659
5,0.295275,0.392157,0.340659
6,0.390828,0.372549,0.32967
7,0.348063,0.313725,0.340659
8,0.350053,0.333333,0.340659
9,0.325452,0.333333,0.318681
10,0.443442,0.352941,0.32967
11,0.241507,0.411765,0.318681
12,0.403645,0.411765,0.307692
13,0.221285,0.411765,0.307692
14,0.185693,0.431373,0.318681
15,0.21616,0.431373,0.32967
16,0.36985,0.411765,0.296703
17,0.095947,0.392157,0.296703
18,0.166802,0.372549,0.285714
19,0.362114,0.392157,0.296703
20,0.238881,0.411765,0.296703
21,0.410836,0.392157,0.32967
22,0.309646,0.352941,0.340659
23,0.212738,0.372549,0.32967
24,0.185976,0.372549,0.340659
25,0.289561,0.372549,0.362637
26,0.169337,0.392157,0.318681
27,0.307348,0.392157,0.296703
28,0.143719,0.411765,0.285714
29,0.13692,0.392157,0.296703
,,,
max,1.831351,0.45098,0.362637
